id,label,subcategory,franchise,fandom_wiki,requested_page,resolved_page,status,source_page,image_file,local_path,resolution_method,original_width,original_height,saved_width,saved_height,error,notes
character-game-cloud-strife,Cloud Strife,video-game-characters,Final Fantasy,finalfantasy,Cloud Strife,Cloud Strife,downloaded,https://finalfantasy.fandom.com/wiki/Cloud_Strife,File:Cloud Strife from FFVII Rebirth promo render.png,C:/Users/Lukeo/OneDrive/Desktop/website project/mrsmith/assets/images/clue-items/characters/video-game-characters/character-game-cloud-strife.webp,portable-infobox,451,1080,451,1080,,
character-game-sephiroth,Sephiroth,video-game-characters,Final Fantasy,finalfantasy,Sephiroth,Sephiroth,downloaded,https://finalfantasy.fandom.com/wiki/Sephiroth,File:Sephiroth from FFVII Rebirth promo render.png,C:/Users/Lukeo/OneDrive/Desktop/website project/mrsmith/assets/images/clue-items/characters/video-game-characters/character-game-sephiroth.webp,portable-infobox,511,853,511,853,,
character-game-sora,Sora,video-game-characters,Kingdom Hearts,kingdomhearts,Sora,Sora,downloaded,https://kingdomhearts.fandom.com/wiki/Sora,File:Sora KHIII RM.png,C:/Users/Lukeo/OneDrive/Desktop/website project/mrsmith/assets/images/clue-items/characters/video-game-characters/character-game-sora.webp,portable-infobox,752,1598,565,1200,,
character-game-ratchet,Ratchet,video-game-characters,Ratchet & Clank,ratchetandclank,Ratchet,Ratchet,downloaded,https://ratchetandclank.fandom.com/wiki/Ratchet,File:Ratchet from RA render.png,C:/Users/Lukeo/OneDrive/Desktop/website project/mrsmith/assets/images/clue-items/characters/video-game-characters/character-game-ratchet.webp,portable-infobox,1200,1764,816,1200,,
character-game-clank,Clank,video-game-characters,Ratchet & Clank,ratchetandclank,Clank,Clank,downloaded,https://ratchetandclank.fandom.com/wiki/Clank,File:Clank from RA render.png,C:/Users/Lukeo/OneDrive/Desktop/website project/mrsmith/assets/images/clue-items/characters/video-game-characters/character-game-clank.webp,portable-infobox,868,926,868,926,,
character-game-jak,Jak,video-game-characters,Jak and Daxter,jakanddaxter,Jak,Jak,downloaded,https://jakanddaxter.fandom.com/wiki/Jak,File:Jak from TPL render.png,C:/Users/Lukeo/OneDrive/Desktop/website project/mrsmith/assets/images/clue-items/characters/video-game-characters/character-game-jak.webp,portable-infobox,1200,2379,605,1200,,
character-game-daxter,Daxter,video-game-characters,Jak and Daxter,jakanddaxter,Daxter,Daxter,downloaded,https://jakanddaxter.fandom.com/wiki/Daxter,File:Daxter from Jak 3 render.png,C:/Users/Lukeo/OneDrive/Desktop/website project/mrsmith/assets/images/clue-items/characters/video-game-characters/character-game-daxter.webp,portable-infobox,1200,2253,639,1200,,
character-game-rayman,Rayman,video-game-characters,Rayman,rayman,Rayman,,failed,,,C:/Users/Lukeo/OneDrive/Desktop/website project/mrsmith/assets/images/clue-items/characters/video-game-characters/character-game-rayman.webp,,,,,,No usable infobox image was found. Rayman: Fandom API request failed: 404 Client Error: Not Found for url: https://rayman.fandom.com/api.php?format=json&formatversion=2&action=parse&page=Rayman&prop=text%7Cdisplaytitle&redirects=1,
character-game-banjo,Banjo,video-game-characters,Banjo-Kazooie,banjokazooie,Banjo,Banjo,downloaded,https://banjokazooie.fandom.com/wiki/Banjo,File:Banjo transparent.png,C:/Users/Lukeo/OneDrive/Desktop/website project/mrsmith/assets/images/clue-items/characters/video-game-characters/character-game-banjo.webp,portable-infobox,1200,1419,1015,1200,,
character-game-kazooie,Kazooie,video-game-characters,Banjo-Kazooie,banjokazooie,Kazooie,Kazooie,downloaded,https://banjokazooie.fandom.com/wiki/Kazooie,File:KazooieTooie1.png,C:/Users/Lukeo/OneDrive/Desktop/website project/mrsmith/assets/images/clue-items/characters/video-game-characters/character-game-kazooie.webp,portable-infobox,816,941,816,941,,
character-game-cuphead,Cuphead,video-game-characters,Cuphead,cuphead,Cuphead,Cuphead (video game),downloaded,https://cuphead.fandom.com/wiki/Cuphead_(video_game),File:CupheadSteam.jpg,C:/Users/Lukeo/OneDrive/Desktop/website project/mrsmith/assets/images/clue-items/characters/video-game-characters/character-game-cuphead.webp,portable-infobox,460,215,460,215,,
character-game-mugman,Mugman,video-game-characters,Cuphead,cuphead,Mugman,Mugman,downloaded,https://cuphead.fandom.com/wiki/Mugman,File:Mugman results.png,C:/Users/Lukeo/OneDrive/Desktop/website project/mrsmith/assets/images/clue-items/characters/video-game-characters/character-game-mugman.webp,portable-infobox,478,674,478,674,,
character-game-shovel-knight,Shovel Knight,video-game-characters,Shovel Knight,shovelknight,Shovel Knight,Shovel Knight,downloaded,https://shovelknight.fandom.com/wiki/Shovel_Knight,File:Shovel Knight Treasure Trove.png,C:/Users/Lukeo/OneDrive/Desktop/website project/mrsmith/assets/images/clue-items/characters/video-game-characters/character-game-shovel-knight.webp,portable-infobox,1200,1308,1101,1200,,
character-game-the-knight,The Knight,video-game-characters,Hollow Knight,hollowknight,The Knight,,failed,,,C:/Users/Lukeo/OneDrive/Desktop/website project/mrsmith/assets/images/clue-items/characters/video-game-characters/character-game-the-knight.webp,,,,,,Image is too small (63×132).,
character-game-sans,Sans,video-game-characters,Undertale,undertale,Sans,,failed,,,C:/Users/Lukeo/OneDrive/Desktop/website project/mrsmith/assets/images/clue-items/characters/video-game-characters/character-game-sans.webp,,,,,,Image is too small (118×151).,
character-game-papyrus,Papyrus,video-game-characters,Undertale,undertale,Papyrus,Papyrus,downloaded,https://undertale.fandom.com/wiki/Papyrus,File:Papyrus battle.png,C:/Users/Lukeo/OneDrive/Desktop/website project/mrsmith/assets/images/clue-items/characters/video-game-characters/character-game-papyrus.webp,portable-infobox,142,208,142,208,,
character-game-freddy-fazbear,Freddy Fazbear,video-game-characters,Five Nights at Freddy’s,freddy-fazbears-pizza,Freddy Fazbear,Freddy Fazbear,downloaded,https://freddy-fazbears-pizza.fandom.com/wiki/Freddy_Fazbear,File:Freddy Fazbear Render.png,C:/Users/Lukeo/OneDrive/Desktop/website project/mrsmith/assets/images/clue-items/characters/video-game-characters/character-game-freddy-fazbear.webp,portable-infobox,869,1399,745,1200,,
character-game-isabelle,Isabelle,video-game-characters,Animal Crossing,animalcrossing,Isabelle,Isabelle,downloaded,https://animalcrossing.fandom.com/wiki/Isabelle,File:Isabelle NH.png,C:/Users/Lukeo/OneDrive/Desktop/website project/mrsmith/assets/images/clue-items/characters/video-game-characters/character-game-isabelle.webp,portable-infobox,1200,2193,657,1200,,
character-game-tom-nook,Tom Nook,video-game-characters,Animal Crossing,animalcrossing,Tom Nook,Tom Nook,downloaded,https://animalcrossing.fandom.com/wiki/Tom_Nook,File:Tom Nook NH.png,C:/Users/Lukeo/OneDrive/Desktop/website project/mrsmith/assets/images/clue-items/characters/video-game-characters/character-game-tom-nook.webp,portable-infobox,212,348,212,348,,
character-game-villager,Villager,video-game-characters,Animal Crossing,animalcrossing,Villager,Lulu (villager),downloaded,https://animalcrossing.fandom.com/wiki/Lulu_(villager),File:Lulu GC.png,C:/Users/Lukeo/OneDrive/Desktop/website project/mrsmith/assets/images/clue-items/characters/video-game-characters/character-game-villager.webp,portable-infobox,523,599,523,599,,
character-game-inkling,Inkling,video-game-characters,Splatoon,splatoon,Inkling,Inklings,downloaded,https://splatoon.fandom.com/wiki/Inklings,File:S3 Inkling Girl.png,C:/Users/Lukeo/OneDrive/Desktop/website project/mrsmith/assets/images/clue-items/characters/video-game-characters/character-game-inkling.webp,portable-infobox,820,1198,820,1198,,
character-game-captain-olimar,Captain Olimar,video-game-characters,Pikmin,pikmin,Captain Olimar,Captain Olimar,downloaded,https://pikmin.fandom.com/wiki/Captain_Olimar,Nice_Hey%21_Pikmin_Olimar_Render.png,C:/Users/Lukeo/OneDrive/Desktop/website project/mrsmith/assets/images/clue-items/characters/video-game-characters/character-game-captain-olimar.webp,portable-infobox,268,453,268,453,,
character-game-captain-falcon,Captain Falcon,video-game-characters,F-Zero,fzero,Captain Falcon,Captain Falcon,downloaded,https://fzero.fandom.com/wiki/Captain_Falcon,File:Captain FalconSNES2.PNG.png,C:/Users/Lukeo/OneDrive/Desktop/website project/mrsmith/assets/images/clue-items/characters/video-game-characters/character-game-captain-falcon.webp,portable-infobox,690,1043,690,1043,,
character-game-solid-snake,Solid Snake,video-game-characters,Metal Gear,metalgear,Solid Snake,Solid Snake,downloaded,https://metalgear.fandom.com/wiki/Solid_Snake,File:Old Snake MPO.jpg,C:/Users/Lukeo/OneDrive/Desktop/website project/mrsmith/assets/images/clue-items/characters/video-game-characters/character-game-solid-snake.webp,portable-infobox,138,126,138,126,,
character-game-ezio-auditore,Ezio Auditore,video-game-characters,Assassin’s Creed,assassinscreed,Ezio Auditore,Ezio Auditore da Firenze,downloaded,https://assassinscreed.fandom.com/wiki/Ezio_Auditore_da_Firenze,File:ACI-Ezio.png,C:/Users/Lukeo/OneDrive/Desktop/website project/mrsmith/assets/images/clue-items/characters/video-game-characters/character-game-ezio-auditore.webp,portable-infobox,350,720,350,720,,
character-game-professor-layton,Professor Layton,video-game-characters,Professor Layton,layton,Professor Layton,Professor Hershel Layton,downloaded,https://layton.fandom.com/wiki/Professor_Hershel_Layton,File:HershelLayton NWS.png,C:/Users/Lukeo/OneDrive/Desktop/website project/mrsmith/assets/images/clue-items/characters/video-game-characters/character-game-professor-layton.webp,portable-infobox,490,1526,385,1200,,
character-game-phoenix-wright,Phoenix Wright,video-game-characters,Ace Attorney,aceattorney,Phoenix Wright,Phoenix Wright,downloaded,https://aceattorney.fandom.com/wiki/Phoenix_Wright,File:Phoenix Wright Portrait AJ Trilogy.png,C:/Users/Lukeo/OneDrive/Desktop/website project/mrsmith/assets/images/clue-items/characters/video-game-characters/character-game-phoenix-wright.webp,portable-infobox,400,600,400,600,,
character-game-guybrush-threepwood,Guybrush Threepwood,video-game-characters,Monkey Island,monkeyisland,Guybrush Threepwood,Guybrush Threepwood,downloaded,https://monkeyisland.fandom.com/wiki/Guybrush_Threepwood,File:MI1 cover art.jpg,C:/Users/Lukeo/OneDrive/Desktop/website project/mrsmith/assets/images/clue-items/characters/video-game-characters/character-game-guybrush-threepwood.webp,portable-infobox,192,235,192,235,,
character-game-red-bird,Red Bird,video-game-characters,Angry Birds,angrybirds,Red,Red,downloaded,https://angrybirds.fandom.com/wiki/Red,File:RedSVG.svg,C:/Users/Lukeo/OneDrive/Desktop/website project/mrsmith/assets/images/clue-items/characters/video-game-characters/character-game-red-bird.webp,portable-infobox,1200,1148,1200,1148,,
character-game-king-pig,King Pig,video-game-characters,Angry Birds,angrybirds,King Pig,King Pig,downloaded,https://angrybirds.fandom.com/wiki/King_Pig,File:KPSprite.png,C:/Users/Lukeo/OneDrive/Desktop/website project/mrsmith/assets/images/clue-items/characters/video-game-characters/character-game-king-pig.webp,portable-infobox,1200,1455,990,1200,,
character-game-peashooter,Peashooter,video-game-characters,Plants vs. Zombies,plantsvszombies,Peashooter,Peashooter (PvZH),downloaded,https://plantsvszombies.fandom.com/wiki/Peashooter_(PvZH),File:PvZ Heroes logo.png,C:/Users/Lukeo/OneDrive/Desktop/website project/mrsmith/assets/images/clue-items/characters/video-game-characters/character-game-peashooter.webp,portable-infobox,529,240,529,240,,
character-game-crazy-dave,Crazy Dave,video-game-characters,Plants vs. Zombies,plantsvszombies,Crazy Dave,Crazy Dave,downloaded,https://plantsvszombies.fandom.com/wiki/Crazy_Dave,File:Crazy Dave PvZ1.png,C:/Users/Lukeo/OneDrive/Desktop/website project/mrsmith/assets/images/clue-items/characters/video-game-characters/character-game-crazy-dave.webp,portable-infobox,248,592,248,592,,
character-game-fall-guy,Fall Guy,video-game-characters,Fall Guys,fallguys,Fall Guy,,failed,,,C:/Users/Lukeo/OneDrive/Desktop/website project/mrsmith/assets/images/clue-items/characters/video-game-characters/character-game-fall-guy.webp,,,,,,No usable infobox image was found. Fall Guy: Fandom API request failed: 404 Client Error: Not Found for url: https://fallguys.fandom.com/api.php?format=json&formatversion=2&action=parse&page=Fall+Guy&prop=text%7Cdisplaytitle&redirects=1,
character-game-roblox-noob,Roblox Noob,video-game-characters,Roblox,roblox,Roblox Noob,Teh Noobs,downloaded,https://roblox.fandom.com/wiki/Teh_Noobs,File:TehNoobs.png,C:/Users/Lukeo/OneDrive/Desktop/website project/mrsmith/assets/images/clue-items/characters/video-game-characters/character-game-roblox-noob.webp,portable-infobox,150,150,150,150,,
character-game-little-mac,Little Mac,video-game-characters,Punch-Out!!,punchout,Little Mac,Little Mac,downloaded,https://punchout.fandom.com/wiki/Little_Mac,File:Giga Mac 2.png,C:/Users/Lukeo/OneDrive/Desktop/website project/mrsmith/assets/images/clue-items/characters/video-game-characters/character-game-little-mac.webp,portable-infobox,1200,1296,1111,1200,,
character-game-princess-daisy,Princess Daisy,video-game-characters,Super Mario,mario,Princess Daisy,Princess Daisy,downloaded,https://mario.fandom.com/wiki/Princess_Daisy,File:Daisy Render MP6 2.png,C:/Users/Lukeo/OneDrive/Desktop/website project/mrsmith/assets/images/clue-items/characters/video-game-characters/character-game-princess-daisy.webp,portable-infobox,710,1379,618,1200,,
character-game-king-dedede,King Dedede,video-game-characters,Kirby,kirby,King Dedede,King Dedede,downloaded,https://kirby.fandom.com/wiki/King_Dedede,File:DededeAirRidersRender.png,C:/Users/Lukeo/OneDrive/Desktop/website project/mrsmith/assets/images/clue-items/characters/video-game-characters/character-game-king-dedede.webp,portable-infobox,1200,1043,1200,1043,,
character-game-meta-knight,Meta Knight,video-game-characters,Kirby,kirby,Meta Knight,Meta Knight,downloaded,https://kirby.fandom.com/wiki/Meta_Knight,File:MetaKnightAirRidersRender.png,C:/Users/Lukeo/OneDrive/Desktop/website project/mrsmith/assets/images/clue-items/characters/video-game-characters/character-game-meta-knight.webp,portable-infobox,1200,1133,1200,1133,,
character-game-midna,Midna,video-game-characters,The Legend of Zelda,zelda,Midna,,failed,,,C:/Users/Lukeo/OneDrive/Desktop/website project/mrsmith/assets/images/clue-items/characters/video-game-characters/character-game-midna.webp,,,,,,Image is too small (64×64).,
character-game-tingle,Tingle,video-game-characters,The Legend of Zelda,zelda,Tingle,Tingle,downloaded,https://zelda.fandom.com/wiki/Tingle,File:TWWHD Tingle Artwork.png,C:/Users/Lukeo/OneDrive/Desktop/website project/mrsmith/assets/images/clue-items/characters/video-game-characters/character-game-tingle.webp,portable-infobox,1200,1631,883,1200,,
character-game-mii,Mii,video-game-characters,Mii,mii,Mii,Miitopia,downloaded,https://mii.fandom.com/wiki/Miitopia,File:Miitopia 3ds cover.jpeg,C:/Users/Lukeo/OneDrive/Desktop/website project/mrsmith/assets/images/clue-items/characters/video-game-characters/character-game-mii.webp,portable-infobox,200,183,200,183,,
character-game-pyramid-head,Pyramid Head,video-game-characters,Silent Hill,silenthill,Pyramid Head,Pyramid Head,downloaded,https://silenthill.fandom.com/wiki/Pyramid_Head,File:Red Pyramid.png,C:/Users/Lukeo/OneDrive/Desktop/website project/mrsmith/assets/images/clue-items/characters/video-game-characters/character-game-pyramid-head.webp,portable-infobox,529,759,529,759,,
character-game-chocobo,Chocobo,video-game-characters,Final Fantasy,finalfantasy,Chocobo,Chocobo,downloaded,https://finalfantasy.fandom.com/wiki/Chocobo,File:Chocobo from Final Fantasy VII Remake artwork.png,C:/Users/Lukeo/OneDrive/Desktop/website project/mrsmith/assets/images/clue-items/characters/video-game-characters/character-game-chocobo.webp,portable-infobox,1055,918,1055,918,,
character-game-moogle,Moogle,video-game-characters,Final Fantasy,finalfantasy,Moogle,Moogle,downloaded,https://finalfantasy.fandom.com/wiki/Moogle,File:Many Mogs.jpg,C:/Users/Lukeo/OneDrive/Desktop/website project/mrsmith/assets/images/clue-items/characters/video-game-characters/character-game-moogle.webp,portable-infobox,1200,1512,952,1200,,
character-game-tifa-lockhart,Tifa Lockhart,video-game-characters,Final Fantasy,finalfantasy,Tifa Lockhart,Tifa Lockhart,downloaded,https://finalfantasy.fandom.com/wiki/Tifa_Lockhart,File:Tifa Lockhart from FFVII Rebirth promo render.png,C:/Users/Lukeo/OneDrive/Desktop/website project/mrsmith/assets/images/clue-items/characters/video-game-characters/character-game-tifa-lockhart.webp,portable-infobox,250,745,250,745,,
character-game-aerith-gainsborough,Aerith Gainsborough,video-game-characters,Final Fantasy,finalfantasy,Aerith Gainsborough,Aerith Gainsborough,downloaded,https://finalfantasy.fandom.com/wiki/Aerith_Gainsborough,File:Aerith Gainsborough from FFVII Rebirth promo render.png,C:/Users/Lukeo/OneDrive/Desktop/website project/mrsmith/assets/images/clue-items/characters/video-game-characters/character-game-aerith-gainsborough.webp,portable-infobox,531,750,531,750,,
character-game-jin-kazama,Jin Kazama,video-game-characters,Tekken,tekken,Jin Kazama,Jin Kazama,downloaded,https://tekken.fandom.com/wiki/Jin_Kazama,T8_-_Jin_Render_%28High_Resolution%29.jpg,C:/Users/Lukeo/OneDrive/Desktop/website project/mrsmith/assets/images/clue-items/characters/video-game-characters/character-game-jin-kazama.webp,portable-infobox,268,364,268,364,,
character-game-heihachi,Heihachi,video-game-characters,Tekken,tekken,Heihachi,Heihachi Mishima,downloaded,https://tekken.fandom.com/wiki/Heihachi_Mishima,File:TK8 Heihachi Render.jpg,C:/Users/Lukeo/OneDrive/Desktop/website project/mrsmith/assets/images/clue-items/characters/video-game-characters/character-game-heihachi.webp,portable-infobox,1200,1536,937,1200,,
character-anime-ash-ketchum,Ash Ketchum,anime-characters,Pokémon,pokemon,Ash Ketchum,Ash Ketchum,downloaded,https://pokemon.fandom.com/wiki/Ash_Ketchum,File:Ash anime The Beginning.png,C:/Users/Lukeo/OneDrive/Desktop/website project/mrsmith/assets/images/clue-items/characters/anime-characters/character-anime-ash-ketchum.webp,portable-infobox,260,390,260,390,,
character-anime-naruto,Naruto,anime-characters,Naruto,naruto,Naruto,,failed,,,C:/Users/Lukeo/OneDrive/Desktop/website project/mrsmith/assets/images/clue-items/characters/anime-characters/character-anime-naruto.webp,,,,,,The downloaded file was not a readable image.,
character-anime-sasuke,Sasuke,anime-characters,Naruto,naruto,Sasuke,,failed,,,C:/Users/Lukeo/OneDrive/Desktop/website project/mrsmith/assets/images/clue-items/characters/anime-characters/character-anime-sasuke.webp,,,,,,The downloaded file was not a readable image.,
character-anime-sakura,Sakura,anime-characters,Naruto,naruto,Sakura,,failed,,,C:/Users/Lukeo/OneDrive/Desktop/website project/mrsmith/assets/images/clue-items/characters/anime-characters/character-anime-sakura.webp,,,,,,The downloaded file was not a readable image.,
character-anime-kakashi,Kakashi,anime-characters,Naruto,naruto,Kakashi,,failed,,,C:/Users/Lukeo/OneDrive/Desktop/website project/mrsmith/assets/images/clue-items/characters/anime-characters/character-anime-kakashi.webp,,,,,,The downloaded file was not a readable image.,
character-anime-goku,Goku,anime-characters,Dragon Ball,dragonball,Goku,Goku,downloaded,https://dragonball.fandom.com/wiki/Goku,File:Goku anime profile.png,C:/Users/Lukeo/OneDrive/Desktop/website project/mrsmith/assets/images/clue-items/characters/anime-characters/character-anime-goku.webp,portable-infobox,1029,2037,606,1200,,
character-anime-vegeta,Vegeta,anime-characters,Dragon Ball,dragonball,Vegeta,Vegeta,downloaded,https://dragonball.fandom.com/wiki/Vegeta,File:Vegeta anime profile.png,C:/Users/Lukeo/OneDrive/Desktop/website project/mrsmith/assets/images/clue-items/characters/anime-characters/character-anime-vegeta.webp,portable-infobox,1114,1807,740,1200,,
character-anime-gohan,Gohan,anime-characters,Dragon Ball,dragonball,Gohan,Gohan,downloaded,https://dragonball.fandom.com/wiki/Gohan,File:Gohan anime profile 3.png,C:/Users/Lukeo/OneDrive/Desktop/website project/mrsmith/assets/images/clue-items/characters/anime-characters/character-anime-gohan.webp,portable-infobox,370,790,370,790,,
character-anime-frieza,Frieza,anime-characters,Dragon Ball,dragonball,Frieza,Frieza,downloaded,https://dragonball.fandom.com/wiki/Frieza,File:DBS Broly Frieza Render.png,C:/Users/Lukeo/OneDrive/Desktop/website project/mrsmith/assets/images/clue-items/characters/anime-characters/character-anime-frieza.webp,portable-infobox,1028,1230,1003,1200,,
character-anime-sailor-moon,Sailor Moon,anime-characters,Sailor Moon,sailormoon,Sailor Moon,Usagi Tsukino / Sailor Moon (manga),downloaded,https://sailormoon.fandom.com/wiki/Usagi_Tsukino_/_Sailor_Moon_(manga),File:Sailor Moon Usagi Tsukino - Manga.png,C:/Users/Lukeo/OneDrive/Desktop/website project/mrsmith/assets/images/clue-items/characters/anime-characters/character-anime-sailor-moon.webp,portable-infobox,708,715,708,715,,
character-anime-totoro,Totoro,anime-characters,Studio Ghibli,ghibli,Totoro,Totoro,downloaded,https://ghibli.fandom.com/wiki/Totoro,File:Totoro in the rain.png,C:/Users/Lukeo/OneDrive/Desktop/website project/mrsmith/assets/images/clue-items/characters/anime-characters/character-anime-totoro.webp,portable-infobox,529,753,529,753,,
character-anime-no-face,No-Face,anime-characters,Studio Ghibli,ghibli,No-Face,No-Face,downloaded,https://ghibli.fandom.com/wiki/No-Face,File:No-Face infobox.png,C:/Users/Lukeo/OneDrive/Desktop/website project/mrsmith/assets/images/clue-items/characters/anime-characters/character-anime-no-face.webp,portable-infobox,495,746,495,746,,
character-anime-kiki,Kiki,anime-characters,Studio Ghibli,ghibli,Kiki,Kiki,downloaded,https://ghibli.fandom.com/wiki/Kiki,File:Kiki.jpg,C:/Users/Lukeo/OneDrive/Desktop/website project/mrsmith/assets/images/clue-items/characters/anime-characters/character-anime-kiki.webp,portable-infobox,350,489,350,489,,
character-anime-ponyo,Ponyo,anime-characters,Studio Ghibli,ghibli,Ponyo,Ponyo,downloaded,https://ghibli.fandom.com/wiki/Ponyo,File:Ponyo Japan Poster.png,C:/Users/Lukeo/OneDrive/Desktop/website project/mrsmith/assets/images/clue-items/characters/anime-characters/character-anime-ponyo.webp,portable-infobox,1200,1600,900,1200,,
character-anime-luffy,Luffy,anime-characters,One Piece,onepiece,Luffy,Monkey D. Luffy,downloaded,https://onepiece.fandom.com/wiki/Monkey_D._Luffy,File:Monkey D. Luffy Anime Post Timeskip Infobox.png,C:/Users/Lukeo/OneDrive/Desktop/website project/mrsmith/assets/images/clue-items/characters/anime-characters/character-anime-luffy.webp,portable-infobox,686,1435,574,1200,,
character-anime-zoro,Zoro,anime-characters,One Piece,onepiece,Zoro,Roronoa Zoro,downloaded,https://onepiece.fandom.com/wiki/Roronoa_Zoro,File:Roronoa Zoro Anime Post Timeskip Infobox.png,C:/Users/Lukeo/OneDrive/Desktop/website project/mrsmith/assets/images/clue-items/characters/anime-characters/character-anime-zoro.webp,portable-infobox,901,2397,451,1200,,
character-anime-nami,Nami,anime-characters,One Piece,onepiece,Nami,Nami,downloaded,https://onepiece.fandom.com/wiki/Nami,File:Nami Anime Post Timeskip Infobox.png,C:/Users/Lukeo/OneDrive/Desktop/website project/mrsmith/assets/images/clue-items/characters/anime-characters/character-anime-nami.webp,portable-infobox,1146,1920,716,1200,,
character-anime-tony-tony-chopper,Tony Tony Chopper,anime-characters,One Piece,onepiece,Tony Tony Chopper,Tony Tony Chopper,downloaded,https://onepiece.fandom.com/wiki/Tony_Tony_Chopper,File:Tony Tony Chopper Anime Post Timeskip Infobox.png,C:/Users/Lukeo/OneDrive/Desktop/website project/mrsmith/assets/images/clue-items/characters/anime-characters/character-anime-tony-tony-chopper.webp,portable-infobox,544,697,544,697,,
character-anime-tanjiro,Tanjiro,anime-characters,Demon Slayer,kimetsu-no-yaiba,Tanjiro,Tanjiro Kamado,downloaded,https://kimetsu-no-yaiba.fandom.com/wiki/Tanjiro_Kamado,File:Tanjiro anime right face.png,C:/Users/Lukeo/OneDrive/Desktop/website project/mrsmith/assets/images/clue-items/characters/anime-characters/character-anime-tanjiro.webp,portable-infobox,682,1191,682,1191,,
character-anime-nezuko,Nezuko,anime-characters,Demon Slayer,kimetsu-no-yaiba,Nezuko,Nezuko Kamado,downloaded,https://kimetsu-no-yaiba.fandom.com/wiki/Nezuko_Kamado,File:Nezuko anime right face.png,C:/Users/Lukeo/OneDrive/Desktop/website project/mrsmith/assets/images/clue-items/characters/anime-characters/character-anime-nezuko.webp,portable-infobox,689,1154,689,1154,,
character-anime-zenitsu,Zenitsu,anime-characters,Demon Slayer,kimetsu-no-yaiba,Zenitsu,Zenitsu Agatsuma,downloaded,https://kimetsu-no-yaiba.fandom.com/wiki/Zenitsu_Agatsuma,File:Zenitsu anime right face.png,C:/Users/Lukeo/OneDrive/Desktop/website project/mrsmith/assets/images/clue-items/characters/anime-characters/character-anime-zenitsu.webp,portable-infobox,696,1169,696,1169,,
character-anime-gojo,Gojo,anime-characters,Jujutsu Kaisen,jujutsu-kaisen,Gojo,Gojo's Past Arc,downloaded,https://jujutsu-kaisen.fandom.com/wiki/Gojo's_Past_Arc,File:Anime Key Visual 11.png,C:/Users/Lukeo/OneDrive/Desktop/website project/mrsmith/assets/images/clue-items/characters/anime-characters/character-anime-gojo.webp,portable-infobox,1200,1697,849,1200,,
character-anime-yuji-itadori,Yuji Itadori,anime-characters,Jujutsu Kaisen,jujutsu-kaisen,Yuji Itadori,Yuji Itadori,downloaded,https://jujutsu-kaisen.fandom.com/wiki/Yuji_Itadori,File:Yuji Itadori (Anime 4).png,C:/Users/Lukeo/OneDrive/Desktop/website project/mrsmith/assets/images/clue-items/characters/anime-characters/character-anime-yuji-itadori.webp,portable-infobox,399,1094,399,1094,,
character-anime-deku,Deku,anime-characters,My Hero Academia,myheroacademia,Deku,Izuku Midoriya,downloaded,https://myheroacademia.fandom.com/wiki/Izuku_Midoriya,File:Izuku Midoriya Costume Databook.png,C:/Users/Lukeo/OneDrive/Desktop/website project/mrsmith/assets/images/clue-items/characters/anime-characters/character-anime-deku.webp,portable-infobox,764,1200,764,1200,,
character-anime-bakugo,Bakugo,anime-characters,My Hero Academia,myheroacademia,Bakugo,Bakugo House,downloaded,https://myheroacademia.fandom.com/wiki/Bakugo_House,File:Bakugo House.png,C:/Users/Lukeo/OneDrive/Desktop/website project/mrsmith/assets/images/clue-items/characters/anime-characters/character-anime-bakugo.webp,portable-infobox,1200,675,1200,675,,
character-anime-all-might,All Might,anime-characters,My Hero Academia,myheroacademia,All Might,Toshinori Yagi,downloaded,https://myheroacademia.fandom.com/wiki/Toshinori_Yagi,File:Toshinori Yagi Golden Age Hero Costume (Anime).png,C:/Users/Lukeo/OneDrive/Desktop/website project/mrsmith/assets/images/clue-items/characters/anime-characters/character-anime-all-might.webp,portable-infobox,1124,1831,737,1200,,
character-anime-saitama,Saitama,anime-characters,One-Punch Man,onepunchman,Saitama,Saitama,downloaded,https://onepunchman.fandom.com/wiki/Saitama,File:Saitama Manga Profile.png,C:/Users/Lukeo/OneDrive/Desktop/website project/mrsmith/assets/images/clue-items/characters/anime-characters/character-anime-saitama.webp,portable-infobox,968,1137,968,1137,,
character-anime-genos,Genos,anime-characters,One-Punch Man,onepunchman,Genos,Genos,downloaded,https://onepunchman.fandom.com/wiki/Genos,File:Genos Profile.png,C:/Users/Lukeo/OneDrive/Desktop/website project/mrsmith/assets/images/clue-items/characters/anime-characters/character-anime-genos.webp,portable-infobox,1200,1807,797,1200,,
character-anime-edward-elric,Edward Elric,anime-characters,Fullmetal Alchemist,fma,Edward Elric,Edward Elric,downloaded,https://fma.fandom.com/wiki/Edward_Elric,File:EdwardManga.png,C:/Users/Lukeo/OneDrive/Desktop/website project/mrsmith/assets/images/clue-items/characters/anime-characters/character-anime-edward-elric.webp,portable-infobox,933,1184,933,1184,,
character-anime-alphonse-elric,Alphonse Elric,anime-characters,Fullmetal Alchemist,fma,Alphonse Elric,Alphonse Elric,downloaded,https://fma.fandom.com/wiki/Alphonse_Elric,File:AlManga.png,C:/Users/Lukeo/OneDrive/Desktop/website project/mrsmith/assets/images/clue-items/characters/anime-characters/character-anime-alphonse-elric.webp,portable-infobox,590,678,590,678,,
